Image,Background Light
image_070.png,0.11479436848958335
image_071.png,0.7679539398799669
image_072.png,0.26719261067708333
image_073.png,0.5617682139078777
image_074.png,0.13228126525878903
image_075.png,0.28258268891804494
image_076.png,0.9040404982319719
image_077.png,0.19373430887858067
image_078.png,0.677079041332793
image_079.png,-0.002033694288665844
image_080.png,-0.32754685431376873
image_081.png,0.9159496369807262
image_082.png,0.7959978017199729
image_083.png,0.26615055929286613
image_084.png,0.07109530131022135
image_085.png,0.07281082153320317
image_086.png,-0.006574554443359304
image_087.png,-0.0380457814534505
image_088.png,0.7526817321777344
image_089.png,0.8527089259935462
image_090.png,0.035366236368815085
image_091.png,0.002599639892578165
image_092.png,0.779580859375
image_093.png,-0.018795267740885357
image_094.png,-0.029078420003255223
image_095.png,0.1245379130045573
image_096.png,-0.07795364379882819
image_097.png,-0.0008392333984375
image_098.png,0.05024162292480472
image_099.png,-0.058298365275065045
image_100.png,0.10435427347819015
image_101.png,0.07616462707519533
image_102.png,0.062326329549153625
image_103.png,0.8520679219563803
image_104.png,0.6750371360778809
image_105.png,0.042068456013997446
image_106.png,-0.047704976399739474
image_107.png,-0.028600336710612018
image_108.png,0.9859403346099577
image_109.png,0.034219334920247424
image_110.png,0.6334241136437182
image_111.png,0.07823740641276045
image_112.png,0.7715760803222657
image_113.png,0.6988389001114517
image_114.png,0.6277757334751632
image_115.png,0.7606082438513191
image_116.png,0.6053099103575807
image_117.png,0.793976314484127
image_118.png,0.6655890555709534
image_119.png,0.7433990002483855
image_120.png,0.9116588328138339
image_121.png,0.7705276537698413
image_122.png,0.7876879967709886
image_123.png,0.8147929535915103
image_124.png,0.5865499356308179
image_125.png,0.8019309585813492
image_126.png,0.9416639357439651
image_127.png,0.5860597395523865
image_128.png,0.9828866010882044
image_129.png,0.9334236835568803
image_130.png,0.9412681793078056
image_131.png,0.9704121646795827
image_132.png,0.9656020061728395
image_133.png,0.8984206039186508
image_134.png,0.5163788519965278
image_135.png,0.653367428249783
image_136.png,0.34890295240614144
image_137.png,0.6725715128580729
image_138.png,0.9583361117045085
image_139.png,0.9662947771568698
image_140.png,0.26453426215277775
image_141.png,0.9174835132310688
image_142.png,0.9767694854736328
image_143.png,0.7817775209744772
image_144.png,0.7625748177083334
image_145.png,0.5208385833333333
image_146.png,0.763899909125434
image_147.png,0.6796850755479601
image_148.png,0.7165655295054119
image_149.png,0.49985410853794643
image_150.png,0.4887436930338541
image_151.png,0.12371370951334637
image_152.png,0.8349339362481103
image_153.png,0.731973235133873
image_154.png,0.7489430252024502
image_155.png,0.868479222743785
image_156.png,-0.2571964207982038
image_157.png,0.09724101226458959
image_158.png,0.5903711096277297
image_159.png,0.701426263949584
image_160.png,-0.42036259174346924
image_161.png,0.8038996737486058
image_162.png,0.4572000885009766
image_163.png,0.8976069893648019
image_164.png,0.8038665809113941
image_165.png,0.324071528116862
image_166.png,0.622233403523763
image_167.png,0.3869437408447266
image_168.png,0.6091680945019337
image_169.png,0.5778915803328805
image_170.png,-0.15503120720852892
image_171.png,0.6252368697410101
image_172.png,0.557430723733234
image_173.png,0.6010753096846847
image_174.png,0.8108403579855936
image_175.png,0.7505450015597873
image_176.png,0.7537723348348349
image_177.png,0.6453729502360026
image_178.png,0.5471190304226345
image_179.png,0.5852443695068359
image_180.png,0.012967987060546915
image_181.png,0.41330527402402406
image_182.png,0.4056910191441442
image_183.png,0.835427834084084
image_184.png,0.43932024211711707
image_185.png,0.4760162819069069
image_186.png,0.3445103228228228
image_187.png,0.8560700544294294
image_188.png,0.4188503190690691
image_189.png,0.8412825638138138
image_190.png,0.6767028434684685
image_191.png,0.6625175018768769
image_192.png,0.4402377658420139
image_193.png,0.7683378378378378
image_194.png,0.2723438008626302
image_195.png,0.36785808333333336
image_196.png,0.3418299357096354
image_197.png,0.348296625
image_198.png,0.25252787499999996
image_199.png,0.276799625
image_200.png,0.36085691666666664
image_201.png,0.3282815416666667
image_202.png,-0.0869464365641277
image_203.png,0.2921469166666667
image_204.png,0.56366275
image_205.png,0.28227040608723963
image_206.png,0.40941916666666667
image_207.png,0.2912772916666667
image_208.png,0.3334685833333333
image_209.png,0.27145024227363357
image_210.png,0.23464862500000006
image_211.png,0.40593587499999995
image_212.png,-0.47095354398091627
image_213.png,0.8768101963678654
image_214.png,0.8780770585282788
image_215.png,0.9244377937884587
image_216.png,0.9001064998356633
image_217.png,0.6439045270284016
image_218.png,0.4560250309529805
image_219.png,0.5880007269581862
image_220.png,0.6752416087962962
image_221.png,0.8016891640487618
image_222.png,0.8169361324690431
image_223.png,0.3266292572021484
image_224.png,0.3852956136067708
image_225.png,0.9762279740752906
image_226.png,0.61208013610581
image_227.png,0.8928124832052453
image_228.png,0.8442081249523959
image_229.png,0.991628909640842
image_230.png,0.9892876603868273
image_231.png,-0.11853151957194008
image_232.png,0.34839638310185184
image_233.png,0.9899379136827257
image_234.png,0.986624993218316
image_235.png,-0.1451822408040364
image_236.png,0.8084804450141059
image_237.png,0.46770083109537763
image_238.png,0.26710982094226576
image_239.png,0.5891007910834418
image_240.png,0.6332740203924707
image_241.png,0.37572734434232147
image_242.png,0.8425772859178784
image_243.png,-0.07541397295633234
image_244.png,0.020661140046296267
image_245.png,0.7007118541756427
image_246.png,0.7639532615954346
image_247.png,0.34253634009351763
image_248.png,0.980674525376335
image_249.png,0.6409489770630497
image_250.png,0.8825092245820885
image_251.png,0.9610382825116367
image_252.png,0.7129909261067708
image_253.png,0.5847067382812501
image_254.png,0.36922375578703703
image_255.png,0.045011622111002625
image_256.png,0.6968227810329861
image_257.png,0.0981733209588691
image_258.png,0.7092813060456289
image_259.png,-0.08784683688682637
image_260.png,0.4932980504588578
image_261.png,0.187170147895813
image_262.png,0.2745661944575064
image_263.png,0.729031931051418
image_264.png,0.6124729598369332
image_265.png,0.5872345893180642
image_266.png,-0.15688286713286703
image_267.png,0.6893893405011996
image_268.png,0.3031266163793104
image_269.png,0.01403170267740883
image_270.png,0.09588884989420576
image_271.png,0.03753977457682289
image_272.png,0.9525760263633338
image_273.jpg,0.6127643880208333
image_274.jpg,0.6459265625
image_275.jpg,0.6574118489583334
image_276.jpg,0.6505486979166666
image_277.jpg,0.6465552083333334
image_278.jpg,0.6269063151041667
image_279.jpg,0.5962606119791667
image_280.jpg,0.5783646484375
image_281.jpg,0.49528177083333336
image_282.jpg,0.3963993489583333
image_283.jpg,0.4515129557291667
image_284.jpg,0.49245234375
image_285.jpg,0.4535646484375
image_286.jpg,0.4469087890625
image_287.jpg,0.48542031249999995
image_288.jpg,0.576007421875
image_289.jpg,0.6232541666666667
image_290.jpg,0.6441692057291667
image_291.jpg,0.6279555989583334
image_292.jpg,0.5387912760416667
image_293.jpg,0.5516470052083333
image_294.jpg,0.5244438151041666
image_295.jpg,0.5256824869791666
image_296.jpg,0.5417935546875
image_297.jpg,0.49002298177083337
image_298.jpg,0.5760704427083334
image_299.jpg,0.6439510416666667
image_300.jpg,0.6769477213541666
image_301.jpg,0.5742623697916667
image_302.jpg,0.5729987630208333
image_303.jpg,0.5166418619791666
image_304.jpg,0.5276889973958334
image_305.jpg,0.5563371744791666
image_306.jpg,0.582372265625
image_307.jpg,0.4589078125
image_308.jpg,0.5471901692708334
image_309.jpg,0.5544623697916666
image_310.jpg,0.8406621744791667
image_311.jpg,0.7991239583333334
image_312.jpg,0.7745375651041666
image_313.jpg,0.7186488932291666
image_314.jpg,0.6645466796874999
image_315.jpg,0.6472907552083333
image_316.jpg,0.6103905598958334
image_317.jpg,0.5894616536458333
image_318.jpg,0.567081640625
image_319.jpg,0.5791568359375
image_320.jpg,0.5883873697916666
image_321.jpg,0.7428343296051025
image_322.jpg,0.8029786348342896
image_323.jpg,0.5564342737197876
image_324.jpg,0.4133857488632202
image_325.jpg,0.29910004138946533
image_326.jpg,0.41986823081970215
image_327.jpg,0.49144721031188965
image_328.jpg,0.7679260969161987
image_329.jpg,0.3914912939071655
image_330.jpg,0.41686952114105225
image_331.jpg,0.35613393783569336
image_332.jpg,0.6563729047775269
image_333.jpg,0.9070156812667847
image_334.jpg,0.731095552444458
image_335.jpg,0.8586523532867432
image_336.jpg,0.4607459306716919
image_337.jpg,0.5323721170425415
image_338.jpg,0.8164986371994019
image_339.jpg,0.6087174415588379
image_340.jpg,0.7390257120132446
image_341.jpg,0.5090471506118774
image_342.jpg,0.47072935104370117
image_343.jpg,0.6490476131439209
image_344.jpg,0.2353154420852661
image_345.jpg,0.3720719814300537
image_346.jpg,0.906591534614563
image_347.jpg,0.5846817493438721
image_348.jpg,0.7389074563980103
image_349.jpg,0.7141797542572021
image_350.jpg,0.7935643196105957
image_351.jpg,0.8507562875747681
image_352.jpg,0.5579954385757446
image_353.jpg,0.1922544240951538
image_354.jpg,0.5186090469360352
image_355.jpg,0.34666407108306885
image_356.jpg,0.6930807828903198
image_357.jpg,0.5274410247802734
image_358.jpg,0.6985257863998413
image_359.jpg,0.5477960109710693
image_360.jpg,0.30053555965423584
image_361.jpg,0.5280402898788452
image_362.jpg,0.5776655673980713
image_363.jpg,0.4604647159576416
image_364.jpg,0.6940509080886841
image_365.jpg,0.46554040908813477
image_366.jpg,0.7351577281951904
image_367.jpg,0.5750339031219482
image_368.jpg,0.5524868965148926
image_369.jpg,0.6037782430648804
image_370.jpg,0.5185971260070801
image_371.jpg,0.8183366060256958
image_372.jpg,0.5018365383148193
image_373.jpg,0.08379864692687988
image_374.jpg,0.7367280721664429
image_375.jpg,0.7312654256820679
image_376.jpg,0.5913602113723755
image_377.jpg,0.6564986705780029
image_378.jpg,0.7221474647521973
image_379.jpg,0.6302516460418701
image_380.jpg,0.7677668333053589
image_381.jpg,0.7049044370651245
image_382.jpg,0.7841130495071411
image_383.jpg,0.602042555809021
image_384.jpg,0.4738956689834595
image_385.jpg,0.7905837297439575
image_386.jpg,0.5206562280654907
image_387.jpg,0.43096923828125
image_388.jpg,0.5135772228240967
image_389.jpg,0.32192540168762207
image_390.jpg,0.6394306421279907
image_391.jpg,0.41097545623779297
image_392.jpg,0.4852081537246704
image_393.jpg,0.8172768354415894
image_394.jpg,0.6237009763717651
image_395.jpg,0.24860358238220215
image_396.jpg,0.6845166683197021
image_397.jpg,0.6766338348388672
image_398.jpg,0.31833910942077637
image_399.jpg,0.70208740234375
